Year,Make,Model,Location,Price,Mileage,URL
2020,Mercedes-Benz,['gle'],"Concord, CA",38888,51K miles,/marketplace/item/242993885126494/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Mercedes-Benz,['gle'],"San Ramon, CA",39995,51K miles,/marketplace/item/2066748426993521/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['GLE', '350']","Dublin, CA",21000,109K miles,/marketplace/item/591700553102291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Mercedes-Benz,"['s-class', 'S', '580', '4MATIC', 'Sedan', '4D']","Daly City, CA",111000,13K miles,/marketplace/item/1012634306643445/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['e-class', 'E', '400', 'Coupe', '2D']","Hayward, CA",28961,80K miles,/marketplace/item/7119045748157542/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['s-class', 'S', '560', '4MATIC', 'Sedan', '4D']","Santa Rosa, CA",44000,68K miles,/marketplace/item/1332520687384830/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['GLC', '300', '4MATIC', 'Sport', 'Utility', '4D']","Redwood City, CA",30000,36K miles,/marketplace/item/1839579956512664/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Mercedes-Benz,"['e-class', 'e', '350']","San Jose, CA",39995,25K miles,/marketplace/item/1412778756263580/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Mercedes-Benz,['s-class'],"San Francisco, CA",127955,12K miles,/marketplace/item/762457395674282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['mercedes-amg', 'c-class', 'C', '43', 'AMG', 'Cabriolet', '2D']","Walnut Creek, CA",43950,34K miles,/marketplace/item/257905903834076/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Mercedes-Benz,"['mercedes-eq', 'eqs', 'suv', 'EQS', '450', '4MATIC', 'Sport', 'Utility', '4D']","Byron, CA",99500,17K miles,/marketplace/item/1274159459904777/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"['GLC', '300', '4MATIC', 'Sport', 'Utility', '4D']","San Jose, CA",30000,28K miles,/marketplace/item/692377883031242/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Mercedes-Benz,"['a-class', 'a', '220']","San Jose, CA",28800,40K miles,/marketplace/item/669440231841197/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['c-class', 'C250', 'sport', 'sedan', 'trades', 'welcome']","Pittsburg, CA",9500,117K miles,/marketplace/item/1067824604584765/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['GLC', '300', 'Sport', 'Utility', '4D']","San Jose, CA",29888,39K miles,/marketplace/item/226239927117639/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,['e-class'],"San Jose, CA",46995,26K miles,/marketplace/item/6881588928588562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['s-class', 'S', '63', 'AMG', '4MATIC', 'Coupe', '2D']","Santa Rosa, CA",49500,71K miles,/marketplace/item/310169078298478/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['mercedes-amg', 'glc', 'GLC', '43', '4MATIC', 'Sport', 'Utility', '4D']","San Jose, CA",39995,37K miles,/marketplace/item/871703327800797/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BMW,"['i7', 'xDrive60', 'Sedan', '4D']","Cupertino, CA",129000,8K miles,/marketplace/item/1772271129874765/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BMW,"['7', 'series', '740i', 'Sedan', '4D']","Fremont, CA",1650,7K miles,/marketplace/item/851218146746145/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,BMW,['M4'],"Petaluma, CA",56000,38K miles,/marketplace/item/681738140841857/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['3', 'series', '330i', 'Sedan', '4D']","Los Altos, CA",29999,31K miles,/marketplace/item/372078325358531/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['3', 'series', 'M340i', 'xDrive', 'Sedan', '4D']","Martinez, CA",10000,14K miles,/marketplace/item/325893427060705/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,BMW,"['i3', 'Range', 'Extender', 'Hatchback', '4D']","San Jose, CA",8000,78K miles,/marketplace/item/917568685875469/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['3', 'series', '330i', 'xdrive']","San Jose, CA",26800,30K miles,/marketplace/item/2705761396248838/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,BMW,"['2', 'series']","San Jose, CA",34995,24K miles,/marketplace/item/2019507381764152/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['series', '7', '740i']","San Jose, CA",41500,42K miles,/marketplace/item/264099386663282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,['x7'],"Milpitas, CA",58000,55K miles,/marketplace/item/3191416607826086/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['5', 'series', '530i']","San Jose, CA",27995,50K miles,/marketplace/item/276066845461522/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['5', 'series', 'm550i', 'xdrive']","San Jose, CA",44500,45K miles,/marketplace/item/2021544371544568/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Ford,"['e250', 'cargo', 'Van', '3D']","Pinole, CA",8400,136K miles,/marketplace/item/1559959124835215/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Ford,"['transit', '250', 'medium', 'roof', 'with', 'roof', 'rack', 'and', 'shelving', 'with', '112k', 'miles']","Hayward, CA",27995,,/marketplace/item/2700843220083560/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Ford,"['transit', '150', 'van', 'Low', 'Roof', 'w/60/40', 'Side', 'Door', 'w/LWB', 'Van', '3D']","Tracy, CA",12900,178K miles,/marketplace/item/1489619738554040/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Ford,"['transit', '250', 'van', 'Low', 'Roof', 'w/60/40', 'Side', 'Door', 'w/RWB', 'Van', '3D']","Fremont, CA",14800,140K miles,/marketplace/item/750367447143168/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Ford,"['e250', 'cargo']","Fremont, CA",9500,156K miles,/marketplace/item/690527153254846/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Ford,"['transit', 'connect', 'passenger', 'XLT', 'Van', '4D']","Hercules, CA",9900,76K miles,/marketplace/item/345893101554390/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,"['transit', '350', 'van', 'Extended', 'Length', 'High', 'Roof', 'w/Sliding', 'Side', 'Door', 'Van', '3D']","San Leandro, CA",29000,86K miles,/marketplace/item/1327792484543420/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Ford,"['transit', 'connect']","San Francisco, CA",13499,1.2K miles,/marketplace/item/2830912200417669/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,"['transit', '250', 'van', 'Low', 'Roof', 'w/Sliding', 'Side', 'Door', 'w/RWB', 'Van', '3D']","Alameda, CA",21988,97K miles,/marketplace/item/228170540339645/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Ford,"['e350', 'xlt']","Richmond, CA",18800,62K miles,/marketplace/item/286812560616161/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Ford,"['transit', '250', 'cargo', 'van', 'Medium', 'Roof', 'w/RWB', 'Van', '3D']","Dublin, CA",38000,38K miles,/marketplace/item/1787813928354247/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Ford,"['e350', 'super', 'duty', 'passenger', 'Advanced', 'Trac', 'RSC']","Livermore, CA",14000,137K miles,/marketplace/item/3692422177670936/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Ford,"['e350', 'super', 'duty', 'passenger', 'XLT', 'Extended', 'Van', '3D']","Martinez, CA",19000,82K miles,/marketplace/item/220868101057566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Ford,"['e450', 'super', 'duty', 'cutaway']","Castro Valley, CA",22000,150K miles,/marketplace/item/316887687986460/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Ford,"['transit', 'connect', 'cargo', 'XL', 'Van', '4D']","San Mateo, CA",13000,100K miles,/marketplace/item/7588178817868376/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Ford,"['transit', '250', 'cargo', 'van', 'Low', 'Roof', 'w/RWB', 'Van', '3D']","San Jose, CA",28000,35K miles,/marketplace/item/907139993925363/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Ford,"['e-transit', '350', 'cargo', 'van', 'Low', 'Roof', 'w/RWB', 'Van', '3D']","San Francisco, CA",56145,300 miles,/marketplace/item/1572260526925237/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Ford,"['transit', '350', 'crew', 'van']","San Francisco, CA",50000,72K miles,/marketplace/item/1374660586489192/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Ford,"['e450', 'super', 'duty', 'cutaway', 'Cutaway', 'Van', '2D']","San Rafael, CA",42522,86K miles,/marketplace/item/1006727830380442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,"['transit', 't-250', ""148''"", 'one', 'owner']","Alameda, CA",24988,97K miles,/marketplace/item/229731060183934/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Ford,"['edge', 'Sport', 'SUV', '4D']","San Jose, CA",8600,90K miles,/marketplace/item/374602238394022/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Ford,"['transit', '350', 'passenger', 'van', 'XL', 'Extended', 'Length', 'w/High', 'Roof', 'Van', '3D']","Martinez, CA",64900,14K miles,/marketplace/item/302007099252999/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['glk-class', 'GLK', '350', 'Sport', 'Utility', '4D']","Union City, CA",6900,107K miles,/marketplace/item/336016339261697/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['e-class'],"Castro Valley, CA",19740,17K miles,/marketplace/item/1991657681215485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['b-class', 'B', '250e', 'Hatchback', '4D']","Santa Clara, CA",12000,55K miles,/marketplace/item/370051032438237/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","San Francisco, CA",12000,75K miles,/marketplace/item/928511995335499/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['CLA', '250', 'Coupe', '4D']","Martinez, CA",14500,104K miles,/marketplace/item/7006398489452552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['glk-class', 'GLK', '350', '4MATIC', 'Sport', 'Utility', '4D']","Pleasanton, CA",10300,89K miles,/marketplace/item/223584947487196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['GLA', '250', '4MATIC', 'Sport', 'Utility', '4D']","San Jose, CA",16500,100K miles,/marketplace/item/756756606466143/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['e-class', 'E', '400', 'Sedan', '4D']","San Francisco, CA",9000,196K miles,/marketplace/item/346837371572799/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Jose, CA",7800,88K miles,/marketplace/item/885184713399872/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['gl-class', 'GL', '450', '4MATIC', 'Sport', 'Utility', '4D']","South San Francisco, CA",12500,152K miles,/marketplace/item/753402933386560/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c-class', 'C', '300', 'Sedan', '4D']","San Jose, CA",13995,104K miles,/marketplace/item/775095367806337/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Mercedes-Benz,['s-class'],"San Francisco, CA",127955,12K miles,/marketplace/item/762457395674282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,"['c-class', 'C', '300', '4MATIC', 'Sedan', '4D']","San Bruno, CA",9200,93K miles,/marketplace/item/284553997668566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","South San Francisco, CA",9000,87K miles,/marketplace/item/394101829658472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","Daly City, CA",8500,131K miles,/marketplace/item/371473265285555/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['c-class', 'C', '300', 'Sedan', '4D']","San Francisco, CA",15750,96K miles,/marketplace/item/856599549593719/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['e-class', 'Sport']","Richmond, CA",8600,152K miles,/marketplace/item/2379414255601401/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['e-class', 'E', '350', 'Sedan', '4D']","San Mateo, CA",7900,119K miles,/marketplace/item/825519039788620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Francisco, CA",10000,99K miles,/marketplace/item/735663628626973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['c-class', 'C', '300', '4MATIC', 'Sport', 'Sedan', '4D']","Oakland, CA",6800,95K miles,/marketplace/item/322522747202661/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","Concord, CA",8500,124K miles,/marketplace/item/680849084212442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['e-class', 'E', '350', 'Sedan', '4D']","Dublin, CA",9499,98K miles,/marketplace/item/7960856523975239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Mercedes-Benz,"['e-class', 'E', '350', '4MATIC', 'Sedan', '4D']","Oakland, CA",25965,73K miles,/marketplace/item/1035481390845511/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Mateo, CA",10500,98K miles,/marketplace/item/369591325774908/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Ford,"['mustang', 'mach-e', 'Select', 'Sport', 'Utility', '4D']","Newark, CA",37990,5.2K miles,/marketplace/item/1114323906218592/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Ford,"['mustang', 'mach-e', 'Select', 'Sport', 'Utility', '4D']","San Jose, CA",32999,48K miles,/marketplace/item/1084178682613809/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Ford,"['mustang', 'mach-e', 'Select', 'Sport', 'Utility', '4D']","Walnut Creek, CA",32000,40K miles,/marketplace/item/3835639843330214/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Ford,"['mustang', 'EcoBoost', 'Premium', 'Convertible', '2D']","Burlingame, CA",2500,66K miles,/marketplace/item/316772081221268/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Ford,"['mustang', 'EcoBoost', 'Convertible', '2D']","San Francisco, CA",14000,130K miles,/marketplace/item/397321999346320/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Ford,"['mustang', 'EcoBoost', 'Coupe', '2D']","Pinole, CA",24000,24K miles,/marketplace/item/1003151147412205/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Ford,"['mustang', 'Mach', '1', 'Coupe', '2D']","San Jose, CA",83000,1.4K miles,/marketplace/item/1422788491967355/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Ford,"['mustang', 'GT']","South San Francisco, CA",35000,51K miles,/marketplace/item/342455818599856/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Ford,"['mustang', 'Boss', '302', 'Coupe', '2D']","San Mateo, CA",38870,9.7K miles,/marketplace/item/396549262935382/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Ford,"['mustang', 'GT', 'Premium', 'Coupe', '2D']","Oakland, CA",5000,31K miles,/marketplace/item/2332125887178439/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Ford,"['mustang', 'GT', 'Premium', 'Coupe', '2D']","Tracy, CA",24700,66K miles,/marketplace/item/1096273578215625/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Ford,"['mustang', 'GT']","Oakland, CA",5000,31K miles · Dealership,/marketplace/item/1092650831747623/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Ford,"['mustang', 'gt']","Corte Madera, CA",37988,32K miles,/marketplace/item/869612467991400/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Ford,"['mustang', 'Boss', '302', 'Coupe', '2D']","San Mateo, CA",41000,9.7K miles,/marketplace/item/702579034636291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Ford,"['2018', 'ford', 'mustang', 'ecoboost', 'premium', 'convertible']","San Bruno, CA",16500,94K miles,/marketplace/item/1603189667089833/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Ford,['mustang'],"Richmond, CA",7800,11K miles,/marketplace/item/352782414196467/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,"['shelby', 'mustang']","Pacifica, CA",58000,1.8K miles,/marketplace/item/322977997240236/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,['mustang'],"San Francisco, CA",19000,96K miles,/marketplace/item/842604690772487/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Ford,"['mustang', 'GT', 'Premium', 'Coupe', '2D']","Berkeley, CA",26400,52K miles,/marketplace/item/1419681452261540/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,['mustang'],"Oakland, CA",23000,60K miles,/marketplace/item/357780097041509/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Ford,"['mustang', 'GT', 'Premium', 'Coupe', '2D']","San Francisco, CA",26500,94K miles,/marketplace/item/797038722262797/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Ford,"['mustang', 'V6', 'Convertible', '2D']","San Bruno, CA",13500,125K miles,/marketplace/item/2587228391446579/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Ford,"['mustang', 'EcoBoost', 'Coupe', '2D']","Daly City, CA",17000,86K miles,/marketplace/item/739580168061495/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Ford,"['mustang', 'GT', 'Coupe', '2D']","San Francisco, CA",16500,89K miles,/marketplace/item/1554894428669359/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,BMW,['i8'],"San Jose, CA",66000,42K miles,/marketplace/item/743032830686700/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,BMW,"['i7', 'xDrive60', 'Sedan', '4D']","Cupertino, CA",129000,8K miles,/marketplace/item/1772271129874765/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,BMW,"['4', 'series', '428i', 'Convertible', '2D']","Glendale, CA",12200,116K miles,/marketplace/item/1230340264590480/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,BMW,"['5', 'series', '528i', 'Sedan', '4D']","Antelope, CA",8400,101K miles,/marketplace/item/1310461019616696/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,BMW,"['X6', 'M']","Canyon Country, CA",25000,73K miles,/marketplace/item/909241420845778/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,BMW,"['5', 'series', '550i', 'm', 'sport']","Chino, CA",14500,82K miles,/marketplace/item/1139580044090182/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['7', 'series', '750i', 'xDrive', 'Sedan', '4D']","Pasadena, CA",49500,45K miles,/marketplace/item/238469832605681/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,BMW,"['5', 'series', '530i', 'Sedan', '4D']","La Puente, CA",28000,26K miles,/marketplace/item/650825167038183/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,BMW,"['x5', 'sDrive35i', 'Sport', 'Utility', '4D']","Baldwin Park, CA",16000,101K miles,/marketplace/item/6953594481423640/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['e-class', 'E', '400', 'Sedan', '4D']","San Francisco, CA",9000,196K miles,/marketplace/item/346837371572799/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Jose, CA",7800,88K miles,/marketplace/item/885184713399872/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['e-class'],"Castro Valley, CA",19740,17K miles,/marketplace/item/1991657681215485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['e-class', 'E', '350', 'Sedan', '4D']","San Mateo, CA",7900,119K miles,/marketplace/item/825519039788620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","San Francisco, CA",12000,75K miles,/marketplace/item/928511995335499/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Mercedes-Benz,"['metris', 'passenger', 'Van', '4D']","San Francisco, CA",75000,4.5K miles,/marketplace/item/245862411617923/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['CLA', '250', 'Coupe', '4D']","Martinez, CA",14500,104K miles,/marketplace/item/7006398489452552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['gl-class', 'GL', '450', '4MATIC', 'Sport', 'Utility', '4D']","San Francisco, CA",7500,101K miles,/marketplace/item/1498672677547469/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['gl-class', 'GL', '450', '4MATIC', 'Sport', 'Utility', '4D']","South San Francisco, CA",12500,152K miles,/marketplace/item/753402933386560/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,"['metris', 'passenger', 'Van', '4D']","Oakland, CA",19500,89K miles,/marketplace/item/1097686977908757/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['e-class', 'Sport']","Richmond, CA",8600,152K miles,/marketplace/item/2379414255601401/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,"['c-class', 'C', '300', '4MATIC', 'Sedan', '4D']","San Bruno, CA",9200,93K miles,/marketplace/item/284553997668566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","South San Francisco, CA",9000,87K miles,/marketplace/item/394101829658472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","Concord, CA",8500,124K miles,/marketplace/item/680849084212442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Francisco, CA",10000,99K miles,/marketplace/item/735663628626973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['metris', '7', 'passenger', 'only', '59k', 'mi']","Alameda, CA",27988,59K miles · Dealership,/marketplace/item/900961881561291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['sprinter', '2500', 'crew', 'High', 'Roof', 'w/144""', 'WB', 'Van', '3D']","San Francisco, CA",25000,148K miles,/marketplace/item/166686906505915/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","San Jose, CA",10500,80K miles,/marketplace/item/881582133751354/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['GLA', '250', '4MATIC', 'Sport', 'Utility', '4D']","San Jose, CA",16500,100K miles,/marketplace/item/756756606466143/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['sprinter', '2500', 'cargo', 'High', 'Roof', 'w/', '144”', 'WB', '3D', 'Van']","Novato, CA",38950,16K miles,/marketplace/item/833765488231366/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['c-class', 'C', '300', 'Sedan', '4D']","San Francisco, CA",15750,96K miles,/marketplace/item/856599549593719/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Mateo, CA",10500,98K miles,/marketplace/item/369591325774908/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","Manteca, CA",123456,10K miles,/marketplace/item/892129378727867/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Jaguar,['i-pace'],"Daly City, CA",27900,44K miles,/marketplace/item/1596300924449660/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Jaguar,"['i-pace', 'EV400', 'HSE', 'Sport', 'Utility', '4D']","Benicia, CA",42750,47K miles,/marketplace/item/296889769719536/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Jaguar,"['i-pace', 'EV400', 'HSE', 'Sport', 'Utility', '4D']","Santa Rosa, CA",40000,33K miles,/marketplace/item/1933077323776994/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Jaguar,"['i-pace', 'EV400', 'SE', 'Sport', 'Utility', '4D']","Milpitas, CA",31999,47K miles,/marketplace/item/734528581553238/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Jaguar,"['f-pace', '35t', 'Premium', 'Sport', 'Utility', '4D']","Walnut Creek, CA",18000,71K miles,/marketplace/item/387994700575044/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Jaguar,['f-pace'],"Modesto, CA",29999,60K miles,/marketplace/item/1533198074171135/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
