Year,Make,Model,Price,Mileage,Location,Additional,Fuel Type,Car Type,Scraping Time,Source,Car Build,MSRP,Retention Rate,Age,Fuel Type Adjusted
2020,Toyota,RAV4,37990,58988,VIC,Drive Away,Petrol,2.0L SUV FWD,1714788190,Drive,SUV,40790,0.931355724,4,Conventional
2023,BMW,i4,79990,3728,VIC,Drive Away,Electric,Hatchback RWD,1720827195,Drive,OTHER,85900,0.931199069,1,Electric
2023,BMW,i4,79990,5990,VIC,Drive Away,Electric,Hatchback RWD,1713580679,Drive,OTHER,85900,0.931199069,1,Electric
2019,Hyundai,Kona,21880,92504,QLD,*Excl. Govt. Charges,Petrol,2.0L SUV FWD,1719025676,Drive,SUV,23500,0.93106383,5,Conventional
2019,Toyota,RAV4,41880,91172,QLD,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1714182769,Drive,SUV,44990,0.930873527,5,Hybrid
2023,Mazda,CX-60,75950,6807,VIC,Drive Away,Hybrid,GT 2.5L SUV 4WD Hybrid,1712976646,Drive,SUV,81600,0.930759804,1,Hybrid
2019,Toyota,RAV4,33490,71212,QLD,Drive Away,Petrol,2.0L SUV FWD,1712976662,Drive,SUV,35990,0.93053626,5,Conventional
2022,Tesla,Model 3,70890,12694,QLD,Drive Away,Electric,Sedan 4WD,1719638564,Drive,OTHER,76200,0.930314961,2,Electric
2021,Toyota,Camry,28830,39988,NSW,Drive Away,Petrol,2.5L Sedan FWD,1716605189,Drive,OTHER,30990,0.930300097,3,Conventional
2021,Toyota,Camry,28830,37593,NSW,Drive Away,Petrol,2.5L Sedan FWD,1719639056,Drive,OTHER,30990,0.930300097,3,Conventional
2020,Toyota,Corolla,23622,70637,WA,Drive Away,Petrol,2.0L Hatchback FWD,1718428790,Drive,OTHER,25395,0.930183107,4,Conventional
2021,Porsche,Taycan,181031,18300,WA,Drive Away,Electric,Sedan 4WD,1712378777,Drive,OTHER,194700,0.929794556,3,Electric
2023,Audi,Q8 e-tron,154850,1120,NSW,Drive Away,Electric,Launch Edition SUV 4WD,1714787274,Drive,SUV,166600,0.929471789,1,Electric
2023,Audi,Q8 e-tron,154850,1121,NSW,Drive Away,Electric,Launch Edition SUV 4WD,1714182695,Drive,SUV,166600,0.929471789,1,Electric
2019,Toyota,RAV4,39025,62358,ACT,Drive Away,Hybrid,2.5L SUV FWD Hybrid,1711776955,Drive,SUV,41990,0.92938795,5,Hybrid
2022,Suzuki,Baleno,18577,46616,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1719639850,Drive,OTHER,19990,0.929314657,2,Conventional
2020,Hyundai,Kona,24710,128224,NSW,Drive Away,Petrol,2.0L SUV FWD,1719639801,Drive,SUV,26600,0.928947368,4,Conventional
2021,Lexus,UX,54888,45000,VIC,Drive Away,Hybrid,Sport Luxury 2.0L SUV FWD Hybrid,1716605852,Drive,SUV,59100,0.928730964,3,Hybrid
2020,Toyota,RAV4,42990,57366,WA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1713580111,Drive,SUV,46290,0.928710305,4,Hybrid
2020,Toyota,Camry,31380,72134,WA,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1720826188,Drive,OTHER,33790,0.928677123,4,Hybrid
2021,Kia,Stonic,21350,52474,SA,*Excl. Govt. Charges,Petrol,1.4L SUV FWD,1720826864,Drive,SUV,22990,0.928664637,3,Conventional
2023,Lexus,RZ,112990,6174,QLD,Drive Away,Electric,Luxury SUV 4WD,1712377316,Drive,SUV,121675,0.928621327,1,Electric
2023,Lexus,RZ,112990,4648,QLD,Drive Away,Electric,Luxury SUV 4WD,1713580956,Drive,SUV,121675,0.928621327,1,Electric
2023,Kia,EV6,92480,2200,VIC,Drive Away,Electric,SUV 4WD,1715394405,Drive,SUV,99590,0.92860729,1,Electric
2021,Kia,Stonic,21333,58484,SA,*Excl. Govt. Charges,Petrol,1.4L SUV FWD,1712377325,Drive,SUV,22990,0.927925185,3,Conventional
2019,Hyundai,Kona,21802,87239,VIC,*Excl. Govt. Charges,Petrol,2.0L SUV FWD,1719025476,Drive,SUV,23500,0.927744681,5,Conventional
2019,Toyota,Corolla,21790,89370,QLD,*Excl. Govt. Charges,Petrol,1.8L Sedan FWD,1715394275,Drive,OTHER,23490,0.927628778,5,Conventional
2019,Toyota,RAV4,41705,72600,VIC,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1719027047,Drive,SUV,44990,0.926983774,5,Hybrid
2019,Nissan,X-TRAIL,27800,90824,TAS,Drive Away,Petrol,2.5L SUV FWD,1717247029,Drive,SUV,29990,0.926975659,5,Conventional
2023,Kia,EV6,92317,2010,QLD,Drive Away,Electric,SUV 4WD,1717825310,Drive,SUV,99590,0.926970579,1,Electric
2022,Suzuki,Baleno,18530,41244,NSW,Drive Away,Petrol,1.4L Hatchback FWD,1717825123,Drive,OTHER,19990,0.926963482,2,Conventional
2021,Toyota,Camry,39661,48425,WA,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1713581305,Drive,OTHER,42790,0.926875438,3,Hybrid
2023,Lexus,RZ,123888,2010,ACT,Drive Away,Electric,Sports Luxury SUV 4WD,1717825073,Drive,SUV,133675,0.926785113,1,Electric
2020,Hyundai,Kona,24650,32571,WA,Drive Away,Petrol,2.0L SUV FWD,1713580126,Drive,SUV,26600,0.926691729,4,Conventional
2020,Toyota,RAV4,42888,90791,SA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1717246548,Drive,SUV,46290,0.926506805,4,Hybrid
2023,Mazda,CX-60,57950,3946,VIC,Drive Away,Diesel,Evolve 3.3L Diesel SUV 4WD,1714182032,Drive,SUV,62550,0.926458833,1,Conventional
2022,MG,ZS EV,38890,3863,SA,*Excl. Govt. Charges,Electric,SUV FWD,1719639468,Drive,SUV,41990,0.926172898,2,Electric
2021,Kia,Stonic,21290,59962,WA,*Excl. Govt. Charges,Petrol,1.4L SUV FWD,1717247164,Drive,SUV,22990,0.926054806,3,Conventional
2020,Nissan,X-TRAIL,24387,104957,QLD,Drive Away,Petrol,2.5L SUV FWD,1714787159,Drive,SUV,26335,0.926029998,4,Conventional
2021,Tesla,Model 3,67950,17292,VIC,*Excl. Govt. Charges,Electric,Sedan 4WD,1711776283,Drive,OTHER,73400,0.925749319,3,Electric
2019,Toyota,Corolla,22990,66373,QLD,Drive Away,Petrol,2.0L Sedan FWD,1719639119,Drive,OTHER,24835,0.925709684,5,Conventional
2019,Toyota,Corolla,22990,66393,QLD,Drive Away,Petrol,2.0L Sedan FWD,1719025980,Drive,OTHER,24835,0.925709684,5,Conventional
2019,Toyota,Camry,30899,72967,NSW,Drive Away,Petrol,2.5L Sedan FWD,1717825267,Drive,OTHER,33390,0.925396825,5,Conventional
2020,Toyota,Corolla,23500,78706,QLD,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1717246792,Drive,OTHER,25395,0.925379012,4,Conventional
2020,Toyota,RAV4,40160,78618,NSW,Drive Away,Hybrid,2.5L SUV FWD Hybrid,1719025603,Drive,SUV,43415,0.925025913,4,Hybrid
2021,Toyota,Kluger,58600,24400,WA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1720826530,Drive,SUV,63350,0.925019732,3,Hybrid
2023,Audi,Q8 e-tron,142980,2496,NSW,Drive Away,Electric,SUV 4WD,1714183586,Drive,SUV,154600,0.924838292,1,Electric
2023,Mazda,CX-60,55990,2175,QLD,Drive Away,Petrol,Evolve 3.3L SUV 4WD,1719638443,Drive,SUV,60550,0.924690339,1,Conventional
2019,Toyota,Corolla,27490,47840,VIC,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1720826263,Drive,OTHER,29735,0.924499748,5,Hybrid
2022,Suzuki,Baleno,18477,46562,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1712977597,Drive,OTHER,19990,0.924312156,2,Conventional
2022,Suzuki,Baleno,18477,52495,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1712977614,Drive,OTHER,19990,0.924312156,2,Conventional
2022,Suzuki,Baleno,18477,46032,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1713581302,Drive,OTHER,19990,0.924312156,2,Conventional
2020,Toyota,C-HR,27990,86207,QLD,Drive Away,Petrol,1.2L SUV FWD,1714182194,Drive,SUV,30290,0.924067349,4,Conventional
2020,Toyota,C-HR,27990,86197,QLD,Drive Away,Petrol,1.2L SUV FWD,1714787134,Drive,SUV,30290,0.924067349,4,Conventional
2021,MG,HS,23488,56814,NSW,Drive Away,Petrol,1.5L SUV FWD,1714787257,Drive,SUV,25420,0.923996853,3,Conventional
2023,Mazda,CX-60,67990,6714,VIC,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1711776177,Drive,SUV,73600,0.923777174,1,Hybrid
2023,Mazda,CX-60,67990,3679,QLD,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1712377349,Drive,SUV,73600,0.923777174,1,Hybrid
2023,Mazda,CX-60,67990,8219,VIC,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1714787231,Drive,SUV,73600,0.923777174,1,Hybrid
2020,Toyota,Corolla,28444,48962,SA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1716007455,Drive,OTHER,30795,0.923656438,4,Hybrid
2023,Mazda,CX-60,69950,11142,VIC,Drive Away,Diesel,Azami 3.3L Diesel SUV 4WD,1717247360,Drive,SUV,75750,0.923432343,1,Conventional
2021,Tesla,Model 3,67769,11335,WA,*Excl. Govt. Charges,Electric,Sedan 4WD,1717246788,Drive,OTHER,73400,0.923283379,3,Electric
2023,Mazda,CX-60,67950,3400,NSW,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1712378375,Drive,SUV,73600,0.923233696,1,Hybrid
2023,Mazda,CX-60,67950,2224,NSW,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1711777129,Drive,SUV,73600,0.923233696,1,Hybrid
2020,Toyota,RAV4,42725,44962,NSW,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1719026736,Drive,SUV,46290,0.922985526,4,Hybrid
2021,Toyota,Camry,28590,43408,QLD,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1719026061,Drive,OTHER,30990,0.922555663,3,Conventional
2022,Toyota,Camry,37990,35573,NSW,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1713581326,Drive,OTHER,41190,0.922311241,2,Hybrid
2022,Toyota,Camry,37990,76630,QLD,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1719639325,Drive,OTHER,41190,0.922311241,2,Hybrid
2020,Toyota,Corolla,23417,87782,WA,Drive Away,Petrol,2.0L Hatchback FWD,1711777450,Drive,OTHER,25395,0.922110652,4,Conventional
2020,Toyota,RAV4,44989,36660,WA,*Excl. Govt. Charges,Petrol,2.5L SUV 4WD,1713580527,Drive,SUV,48790,0.922094692,4,Conventional
2023,Mazda,CX-60,79990,5500,VIC,Drive Away,Hybrid,Azami 2.5L SUV 4WD Hybrid,1714787268,Drive,SUV,86800,0.921543779,1,Hybrid
2023,Mazda,CX-60,79990,1006,QLD,Drive Away,Hybrid,Azami 2.5L SUV 4WD Hybrid,1717247334,Drive,SUV,86800,0.921543779,1,Hybrid
2019,Toyota,Corolla,22880,88212,QLD,*Excl. Govt. Charges,Petrol,2.0L Sedan FWD,1717824645,Drive,OTHER,24835,0.921280451,5,Conventional
2020,Toyota,RAV4,37573,73029,WA,Drive Away,Petrol,2.0L SUV FWD,1717247373,Drive,SUV,40790,0.921132631,4,Conventional
2020,Toyota,RAV4,39990,50200,QLD,Drive Away,Hybrid,2.5L SUV FWD Hybrid,1718427766,Drive,SUV,43415,0.921110215,4,Hybrid
2023,Mazda,CX-60,64950,9139,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1716007240,Drive,SUV,70550,0.920623671,1,Conventional
2023,Mazda,CX-60,64950,13584,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1715393246,Drive,SUV,70550,0.920623671,1,Conventional
2023,Lexus,RZ,122990,2210,QLD,Drive Away,Electric,Sports Luxury SUV 4WD,1713580547,Drive,SUV,133675,0.920067327,1,Electric
2023,BMW,i4,78990,6500,VIC,Drive Away,Electric,Hatchback RWD,1712377217,Drive,OTHER,85900,0.919557625,1,Electric
2021,MG,HS,23371,52992,QLD,Drive Away,Petrol,1.5L SUV FWD,1719026328,Drive,SUV,25420,0.919394178,3,Conventional
2019,Toyota,RAV4,38603,61433,VIC,*Excl. Govt. Charges,Hybrid,2.5L SUV FWD Hybrid,1712976690,Drive,SUV,41990,0.919337938,5,Hybrid
2022,Suzuki,Baleno,18377,49493,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1719638948,Drive,OTHER,19990,0.919309655,2,Conventional
2022,Suzuki,Baleno,18377,53304,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1715394076,Drive,OTHER,19990,0.919309655,2,Conventional
2019,Toyota,Corolla,21580,89907,ACT,Drive Away,Petrol,1.8L Sedan FWD,1719640344,Drive,OTHER,23490,0.918688804,5,Conventional
2019,Toyota,Corolla,24190,93323,VIC,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1712378081,Drive,OTHER,26335,0.918549459,5,Hybrid
2023,Mazda,CX-60,74950,6807,VIC,Drive Away,Hybrid,GT 2.5L SUV 4WD Hybrid,1712377291,Drive,SUV,81600,0.918504902,1,Hybrid
2022,Tesla,Model 3,69990,2741,NSW,*Excl. Govt. Charges,Electric,Sedan 4WD,1718427706,Drive,OTHER,76200,0.918503937,2,Electric
2023,Audi,Q8 e-tron,141990,1511,VIC,Drive Away,Electric,SUV 4WD,1716605286,Drive,SUV,154600,0.91843467,1,Electric
2021,MG,HS,23335,26170,NSW,Drive Away,Petrol,1.5L SUV FWD,1714787251,Drive,SUV,25420,0.91797797,3,Conventional
2023,Audi,Q8 e-tron,141880,3000,SA,Drive Away,Electric,SUV 4WD,1719638819,Drive,SUV,154600,0.917723157,1,Electric
2023,Mazda,CX-60,57391,10998,WA,Drive Away,Diesel,Evolve 3.3L Diesel SUV 4WD,1718428471,Drive,SUV,62550,0.917521982,1,Conventional
2022,MG,MG3,16500,12231,VIC,Drive Away,Petrol,1.5L Hatchback FWD,1715393257,Drive,OTHER,17990,0.917176209,2,Conventional
2020,Toyota,Camry,30990,64551,VIC,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1718428314,Drive,OTHER,33790,0.917135247,4,Hybrid
2019,Nissan,X-TRAIL,27490,17538,NSW,*Excl. Govt. Charges,Petrol,2.5L SUV FWD,1720826470,Drive,SUV,29990,0.91663888,5,Conventional
2022,MG,MG3,16490,19880,QLD,Drive Away,Petrol,1.5L Hatchback FWD,1714788262,Drive,OTHER,17990,0.916620345,2,Conventional
2022,MG,MG3,16490,25870,QLD,Drive Away,Petrol,1.5L Hatchback FWD,1714787156,Drive,OTHER,17990,0.916620345,2,Conventional
2019,Toyota,RAV4,43504,76857,SA,Drive Away,Petrol,2.5L SUV 4WD,1718427899,Drive,SUV,47490,0.91606654,5,Conventional
2022,Tesla,Model 3,69800,16312,NSW,*Excl. Govt. Charges,Electric,Sedan 4WD,1716605105,Drive,OTHER,76200,0.916010499,2,Electric
2019,Toyota,RAV4,41190,60554,NSW,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1719026437,Drive,SUV,44990,0.915536786,5,Hybrid
2021,Toyota,Kluger,57990,50556,NSW,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1717825565,Drive,SUV,63350,0.915390687,3,Hybrid
2022,MG,HS Plus EV,39990,1569,QLD,Drive Away,Hybrid,1.5L SUV FWD Hybrid,1716006978,Drive,SUV,43690,0.915312428,2,Hybrid
2021,Toyota,Kluger,57980,61162,QLD,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1713581062,Drive,SUV,63350,0.915232833,3,Hybrid
2019,Toyota,Corolla,21490,95000,QLD,Drive Away,Petrol,1.8L Sedan FWD,1719026400,Drive,OTHER,23490,0.914857386,5,Conventional
2021,Toyota,Kluger,57888,60832,WA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1714787128,Drive,SUV,63350,0.913780584,3,Hybrid
2023,Mazda,CX-60,64450,9617,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1716605087,Drive,SUV,70550,0.913536499,1,Conventional
2023,Mazda,CX-60,64450,9139,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1717246700,Drive,SUV,70550,0.913536499,1,Conventional
2023,Mazda,CX-60,64450,5877,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1717824944,Drive,SUV,70550,0.913536499,1,Conventional
2021,Kia,Stonic,20995,60804,WA,*Excl. Govt. Charges,Petrol,1.4L SUV FWD,1714183181,Drive,SUV,22990,0.91322314,3,Conventional
2021,Kia,Stonic,20990,75429,QLD,Drive Away,Petrol,1.4L SUV FWD,1711776079,Drive,SUV,22990,0.913005655,3,Conventional
2023,MG,ZS,20990,28463,WA,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1716008279,Drive,SUV,22990,0.913005655,1,Conventional
2023,MG,ZS,20990,1488,QLD,Drive Away,Petrol,1.5L SUV FWD,1720826172,Drive,SUV,22990,0.913005655,1,Conventional
2020,Toyota,Corolla,24990,116346,WA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1719638680,Drive,OTHER,27395,0.912210257,4,Hybrid
2020,Toyota,RAV4,42210,74725,NT,Drive Away,Hybrid,2.5L SUV 4WD Hybrid,1712377880,Drive,SUV,46290,0.911860013,4,Hybrid
2020,Toyota,RAV4,44488,36721,WA,*Excl. Govt. Charges,Petrol,2.5L SUV 4WD,1711776878,Drive,SUV,48790,0.911826194,4,Conventional
2023,Mazda,CX-60,67245,4919,NSW,Drive Away,Petrol,Azami 3.3L SUV 4WD,1713581739,Drive,SUV,73750,0.91179661,1,Conventional
2023,Mazda,CX-60,56991,5410,WA,Drive Away,Diesel,Evolve 3.3L Diesel SUV 4WD,1712378251,Drive,SUV,62550,0.911127098,1,Conventional
2023,Mazda,CX-60,62450,10924,VIC,Drive Away,Petrol,GT 3.3L SUV 4WD,1714182099,Drive,SUV,68550,0.911013858,1,Conventional
2019,Toyota,Corolla,23990,126600,WA,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Hatchback FWD Hybrid,1714787213,Drive,OTHER,26335,0.910955003,5,Hybrid
2019,Toyota,RAV4,43257,49664,WA,*Excl. Govt. Charges,Petrol,2.5L SUV 4WD,1712977238,Drive,SUV,47490,0.910865445,5,Conventional
2023,Mazda,CX-60,56950,3946,VIC,Drive Away,Diesel,Evolve 3.3L Diesel SUV 4WD,1713581686,Drive,SUV,62550,0.910471623,1,Conventional
2023,Mazda,CX-60,66990,8219,VIC,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1717246451,Drive,SUV,73600,0.910190217,1,Hybrid
2023,Mazda,CX-60,66990,9085,VIC,Drive Away,Hybrid,Evolve 2.5L SUV 4WD Hybrid,1719638724,Drive,SUV,73600,0.910190217,1,Hybrid
2019,Ford,Ranger,37490,66291,VIC,*Excl. Govt. Charges,Diesel,3.2L Diesel Dual Cab Ute 4XD,1716605046,Drive,UTE,41190,0.910172372,5,Conventional
2023,Mazda,CX-60,67085,14490,WA,Drive Away,Petrol,Azami 3.3L SUV 4WD,1712377658,Drive,SUV,73750,0.909627119,1,Conventional
2023,Mazda,CX-60,78950,8904,VIC,Drive Away,Hybrid,Azami 2.5L SUV 4WD Hybrid,1712377346,Drive,SUV,86800,0.909562212,1,Hybrid
2022,Suzuki,Baleno,18177,48804,WA,*Excl. Govt. Charges,Petrol,1.4L Hatchback FWD,1716007337,Drive,OTHER,19990,0.909304652,2,Conventional
2022,MG,ZS,19990,9832,QLD,Drive Away,Petrol,1.5L SUV FWD,1716605037,Drive,SUV,21990,0.909049568,2,Conventional
2022,MG,ZS,19990,17844,NSW,*Excl. Govt. Charges,Petrol,1.5L SUV FWD,1717246728,Drive,SUV,21990,0.909049568,2,Conventional
2021,Toyota,Corolla,27990,58491,QLD,Drive Away,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1719638940,Drive,OTHER,30795,0.908913785,3,Hybrid
2021,Toyota,Corolla,27990,52709,NSW,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1719638642,Drive,OTHER,30795,0.908913785,3,Hybrid
2021,Toyota,Corolla,27990,61978,NSW,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1712378261,Drive,OTHER,30795,0.908913785,3,Hybrid
2020,Toyota,C-HR,29990,87698,QLD,Drive Away,Hybrid,1.8L SUV FWD Hybrid,1713580159,Drive,SUV,33000,0.908787879,4,Hybrid
2021,Toyota,Camry,38884,50708,NSW,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1714787664,Drive,OTHER,42790,0.90871699,3,Hybrid
2023,Mazda,CX-60,54990,4861,VIC,Drive Away,Petrol,Evolve 3.3L SUV 4WD,1711776013,Drive,SUV,60550,0.908175062,1,Conventional
2023,BMW,i4,77990,6400,VIC,Drive Away,Electric,Hatchback RWD,1717825258,Drive,OTHER,85900,0.907916182,1,Electric
2023,BMW,i4,77990,5500,VIC,Drive Away,Electric,Hatchback RWD,1718428532,Drive,OTHER,85900,0.907916182,1,Electric
2019,Toyota,Corolla,26990,46462,QLD,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1719025953,Drive,OTHER,29735,0.907684547,5,Hybrid
2019,Toyota,Corolla,26990,40008,NSW,*Excl. Govt. Charges,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1720827632,Drive,OTHER,29735,0.907684547,5,Hybrid
2019,Toyota,Corolla,26990,56511,QLD,Drive Away,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1720827217,Drive,OTHER,29735,0.907684547,5,Hybrid
2019,Toyota,Corolla,26990,56604,QLD,Drive Away,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1715393236,Drive,OTHER,29735,0.907684547,5,Hybrid
2021,Toyota,Kluger,57490,62310,WA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1719638774,Drive,SUV,63350,0.907498027,3,Hybrid
2021,Toyota,Kluger,57490,56505,WA,*Excl. Govt. Charges,Hybrid,2.5L SUV 4WD Hybrid,1718427980,Drive,SUV,63350,0.907498027,3,Hybrid
2020,Toyota,RAV4,36990,6483,NSW,*Excl. Govt. Charges,Petrol,2.0L SUV FWD,1717247029,Drive,SUV,40790,0.906839912,4,Conventional
2020,Toyota,RAV4,36990,85564,VIC,Drive Away,Petrol,2.0L SUV FWD,1718429140,Drive,SUV,40790,0.906839912,4,Conventional
2020,Toyota,RAV4,36989,29011,QLD,Drive Away,Petrol,2.0L SUV FWD,1719639757,Drive,SUV,40790,0.906815396,4,Conventional
2020,Nissan,X-TRAIL,23880,88683,QLD,*Excl. Govt. Charges,Petrol,2.5L SUV FWD,1716606435,Drive,SUV,26335,0.906778052,4,Conventional
2023,Mazda,CX-60,63950,13584,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1713581213,Drive,SUV,70550,0.906449327,1,Conventional
2023,Mazda,CX-60,63950,9139,VIC,Drive Away,Diesel,GT 3.3L Diesel SUV 4WD,1714183200,Drive,SUV,70550,0.906449327,1,Conventional
2023,Mazda,CX-60,62090,8407,NSW,Drive Away,Petrol,GT 3.3L SUV 4WD,1717824182,Drive,SUV,68550,0.905762217,1,Conventional
2023,Audi,Q8 e-tron,139880,2987,NSW,Drive Away,Electric,SUV 4WD,1711777526,Drive,SUV,154600,0.904786546,1,Electric
2019,Toyota,RAV4,37990,70006,QLD,Drive Away,Hybrid,2.5L SUV FWD Hybrid,1716008529,Drive,SUV,41990,0.904739224,5,Hybrid
2023,Kia,EV6,72000,9200,VIC,Drive Away,Electric,SUV RWD,1718428045,Drive,SUV,79590,0.904636261,1,Electric
2023,Kia,EV6,71987,842,QLD,Drive Away,Electric,SUV RWD,1713581476,Drive,SUV,79590,0.904472924,1,Electric
2021,MG,HS,22990,37553,QLD,Drive Away,Petrol,1.5L SUV FWD,1717824063,Drive,SUV,25420,0.90440598,3,Conventional
2023,Mazda,CX-60,61990,7070,VIC,Drive Away,Petrol,GT 3.3L SUV 4WD,1714787876,Drive,SUV,68550,0.904303428,1,Conventional
2021,Hyundai,i30,22963,83087,SA,*Excl. Govt. Charges,Petrol,2.0L Hatchback FWD,1717824041,Drive,OTHER,25395,0.904233117,3,Conventional
2019,Lexus,UX,51495,9902,NSW,Drive Away,Petrol,F Sport 2.0L SUV FWD,1716604863,Drive,SUV,56950,0.904214223,5,Conventional
2021,Hyundai,Kona,42950,53131,WA,*Excl. Govt. Charges,Petrol,Premium 2.0L SUV FWD,1714787218,Drive,SUV,47500,0.904210526,3,Conventional
2023,Lexus,RX,99980,15555,QLD,Drive Away,Hybrid,Sports Luxury 2.5L SUV 4WD Hybrid,1719025643,Drive,SUV,110575,0.904182681,1,Hybrid
2023,Mazda,CX-60,54740,8009,NSW,Drive Away,Petrol,Evolve 3.3L SUV 4WD,1714181916,Drive,SUV,60550,0.904046243,1,Conventional
2021,Toyota,Camry,38672,45556,WA,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1712978112,Drive,OTHER,42790,0.903762561,3,Hybrid
2021,Toyota,Camry,38668,49695,WA,Drive Away,Hybrid,2.5L Sedan FWD Hybrid,1718427724,Drive,OTHER,42790,0.903669082,3,Hybrid
2023,Kia,EV6,89990,2102,VIC,Drive Away,Electric,SUV 4WD,1717247011,Drive,SUV,99590,0.90360478,1,Electric
2023,Kia,EV6,89990,2415,QLD,Drive Away,Electric,SUV 4WD,1719639404,Drive,SUV,99590,0.90360478,1,Electric
2022,Tesla,Model 3,68850,12694,QLD,Drive Away,Electric,Sedan 4WD,1711776755,Drive,OTHER,76200,0.903543307,2,Electric
2021,Toyota,Camry,27998,55233,QLD,Drive Away,Petrol,2.5L Sedan FWD,1713580198,Drive,OTHER,30990,0.903452727,3,Conventional
2021,Toyota,Camry,27990,40837,VIC,*Excl. Govt. Charges,Petrol,2.5L Sedan FWD,1719640192,Drive,OTHER,30990,0.903194579,3,Conventional
2020,Toyota,Corolla,27800,31481,ACT,Drive Away,Hybrid,Hybrid 1.8L Sedan FWD Hybrid,1718427960,Drive,OTHER,30795,0.902743952,4,Hybrid
2022,MG,ZS EV,37900,4512,QLD,Drive Away,Electric,SUV FWD,1720826933,Drive,SUV,41990,0.902595856,2,Electric
2021,Porsche,Taycan,175714,18300,WA,Drive Away,Electric,Sedan 4WD,1717825623,Drive,OTHER,194700,0.902485876,3,Electric
2020,Toyota,Camry,30490,94732,WA,*Excl. Govt. Charges,Hybrid,2.5L Sedan FWD Hybrid,1714182499,Drive,OTHER,33790,0.90233797,4,Hybrid
2020,Hyundai,Kona,23990,67609,QLD,Drive Away,Petrol,2.0L SUV FWD,1720826581,Drive,SUV,26600,0.901879699,4,Conventional
2020,Hyundai,Kona,23990,55113,QLD,Drive Away,Petrol,2.0L SUV FWD,1716008218,Drive,SUV,26600,0.901879699,4,Conventional
2020,Hyundai,Kona,23989,48925,SA,*Excl. Govt. Charges,Petrol,2.0L SUV FWD,1719638851,Drive,SUV,26600,0.901842105,4,Conventional
2021,MG,HS,22914,64187,VIC,Drive Away,Petrol,1.5L SUV FWD,1720826546,Drive,SUV,25420,0.901416208,3,Conventional
